,ensemble_gene_id
9784,ENSMUSG00000040666
9785,ENSMUSG00000040667
9786,ENSMUSG00000040669
9787,ENSMUSG00000040675
9788,ENSMUSG00000040681
9789,ENSMUSG00000040687
9790,ENSMUSG00000040688
9791,ENSMUSG00000040690
9792,ENSMUSG00000040697
9793,ENSMUSG00000040699
9794,ENSMUSG00000040701
9795,ENSMUSG00000040703
9796,ENSMUSG00000040706
9797,ENSMUSG00000040710
9798,ENSMUSG00000040711
9799,ENSMUSG00000040712
9800,ENSMUSG00000040713
9801,ENSMUSG00000040714
9802,ENSMUSG00000040715
9803,ENSMUSG00000040717
9804,ENSMUSG00000040720
9805,ENSMUSG00000040721
9806,ENSMUSG00000040722
9807,ENSMUSG00000040723
9808,ENSMUSG00000040724
9809,ENSMUSG00000040725
9810,ENSMUSG00000040728
9811,ENSMUSG00000040729
9812,ENSMUSG00000040731
9813,ENSMUSG00000040732
9814,ENSMUSG00000040734
9815,ENSMUSG00000040738
9816,ENSMUSG00000040740
9817,ENSMUSG00000040746
9818,ENSMUSG00000040747
9819,ENSMUSG00000040749
9820,ENSMUSG00000040751
9821,ENSMUSG00000040760
9822,ENSMUSG00000040761
9823,ENSMUSG00000040767
9824,ENSMUSG00000040771
9825,ENSMUSG00000040774
9826,ENSMUSG00000040782
9827,ENSMUSG00000040785
9828,ENSMUSG00000040794
9829,ENSMUSG00000040795
9830,ENSMUSG00000040808
9831,ENSMUSG00000040809
9832,ENSMUSG00000040811
9833,ENSMUSG00000040813
9834,ENSMUSG00000040818
9835,ENSMUSG00000040820
9836,ENSMUSG00000040822
9837,ENSMUSG00000040824
9838,ENSMUSG00000040828
9839,ENSMUSG00000040829
9840,ENSMUSG00000040836
9841,ENSMUSG00000040838
9842,ENSMUSG00000040841
9843,ENSMUSG00000040842
9844,ENSMUSG00000040843
9845,ENSMUSG00000040848
9846,ENSMUSG00000040850
9847,ENSMUSG00000040852
9848,ENSMUSG00000040855
9849,ENSMUSG00000040857
9850,ENSMUSG00000040859
9851,ENSMUSG00000040860
9852,ENSMUSG00000040865
9853,ENSMUSG00000040875
9854,ENSMUSG00000040877
9855,ENSMUSG00000040883
9856,ENSMUSG00000040888
9857,ENSMUSG00000040891
9858,ENSMUSG00000040896
9859,ENSMUSG00000040899
9860,ENSMUSG00000040904
9861,ENSMUSG00000040907
9862,ENSMUSG00000040913
9863,ENSMUSG00000040918
9864,ENSMUSG00000040928
9865,ENSMUSG00000040929
9866,ENSMUSG00000040936
9867,ENSMUSG00000040938
9868,ENSMUSG00000040940
9869,ENSMUSG00000040943
9870,ENSMUSG00000040945
9871,ENSMUSG00000040950
9872,ENSMUSG00000040952
9873,ENSMUSG00000040957
9874,ENSMUSG00000040963
9875,ENSMUSG00000040964
9876,ENSMUSG00000040972
9877,ENSMUSG00000040978
9878,ENSMUSG00000040985
9879,ENSMUSG00000040987
9880,ENSMUSG00000040990
9881,ENSMUSG00000040997
9882,ENSMUSG00000040998
9883,ENSMUSG00000041000
9884,ENSMUSG00000041012
9885,ENSMUSG00000041025
9886,ENSMUSG00000041028
9887,ENSMUSG00000041035
9888,ENSMUSG00000041037
9889,ENSMUSG00000041040
9890,ENSMUSG00000041044
9891,ENSMUSG00000041046
9892,ENSMUSG00000041057
9893,ENSMUSG00000041058
9894,ENSMUSG00000041064
9895,ENSMUSG00000041075
9896,ENSMUSG00000041078
9897,ENSMUSG00000041079
9898,ENSMUSG00000041084
9899,ENSMUSG00000041096
9900,ENSMUSG00000041112
9901,ENSMUSG00000041115
9902,ENSMUSG00000041117
9903,ENSMUSG00000041119
9904,ENSMUSG00000041120
9905,ENSMUSG00000041124
9906,ENSMUSG00000041126
9907,ENSMUSG00000041130
9908,ENSMUSG00000041132
9909,ENSMUSG00000041133
9910,ENSMUSG00000041134
9911,ENSMUSG00000041135
9912,ENSMUSG00000041143
9913,ENSMUSG00000041144
9914,ENSMUSG00000041147
9915,ENSMUSG00000041153
9916,ENSMUSG00000041161
9917,ENSMUSG00000041164
9918,ENSMUSG00000041168
9919,ENSMUSG00000041180
9920,ENSMUSG00000041187
9921,ENSMUSG00000041189
9922,ENSMUSG00000041199
9923,ENSMUSG00000041203
9924,ENSMUSG00000041215
9925,ENSMUSG00000041219
9926,ENSMUSG00000041220
9927,ENSMUSG00000041225
9928,ENSMUSG00000041229
9929,ENSMUSG00000041231
9930,ENSMUSG00000041235
9931,ENSMUSG00000041236
9932,ENSMUSG00000041237
9933,ENSMUSG00000041238
9934,ENSMUSG00000041241
9935,ENSMUSG00000041245
9936,ENSMUSG00000041258
9937,ENSMUSG00000041261
9938,ENSMUSG00000041263
9939,ENSMUSG00000041264
9940,ENSMUSG00000041268
9941,ENSMUSG00000041272
9942,ENSMUSG00000041278
9943,ENSMUSG00000041293
9944,ENSMUSG00000041297
9945,ENSMUSG00000041298
9946,ENSMUSG00000041301
9947,ENSMUSG00000041303
9948,ENSMUSG00000041308
9949,ENSMUSG00000041313
9950,ENSMUSG00000041319
9951,ENSMUSG00000041323
9952,ENSMUSG00000041324
9953,ENSMUSG00000041328
9954,ENSMUSG00000041329
9955,ENSMUSG00000041341
9956,ENSMUSG00000041343
9957,ENSMUSG00000041346
9958,ENSMUSG00000041351
9959,ENSMUSG00000041353
9960,ENSMUSG00000041354
9961,ENSMUSG00000041355
9962,ENSMUSG00000041360
9963,ENSMUSG00000041361
9964,ENSMUSG00000041362
9965,ENSMUSG00000041372
9966,ENSMUSG00000041375
9967,ENSMUSG00000041378
9968,ENSMUSG00000041390
9969,ENSMUSG00000041396
9970,ENSMUSG00000041406
9971,ENSMUSG00000041408
9972,ENSMUSG00000041417
9973,ENSMUSG00000041420
9974,ENSMUSG00000041423
9975,ENSMUSG00000041426
9976,ENSMUSG00000041429
9977,ENSMUSG00000041431
9978,ENSMUSG00000041438
9979,ENSMUSG00000041439
9980,ENSMUSG00000041440
9981,ENSMUSG00000041444
9982,ENSMUSG00000041445
9983,ENSMUSG00000041453
9984,ENSMUSG00000041459
9985,ENSMUSG00000041468
9986,ENSMUSG00000041471
9987,ENSMUSG00000041477
9988,ENSMUSG00000041479
9989,ENSMUSG00000041481
9990,ENSMUSG00000041482
9991,ENSMUSG00000041483
9992,ENSMUSG00000041488
9993,ENSMUSG00000041491
9994,ENSMUSG00000041498
9995,ENSMUSG00000041506
9996,ENSMUSG00000041515
9997,ENSMUSG00000041528
9998,ENSMUSG00000041530
9999,ENSMUSG00000041536
10000,ENSMUSG00000041538
10001,ENSMUSG00000041540
10002,ENSMUSG00000041548
10003,ENSMUSG00000041550
10004,ENSMUSG00000041559
10005,ENSMUSG00000041560
10006,ENSMUSG00000041566
10007,ENSMUSG00000041567
10008,ENSMUSG00000041570
10009,ENSMUSG00000041571
10010,ENSMUSG00000041577
10011,ENSMUSG00000041592
10012,ENSMUSG00000041594
10013,ENSMUSG00000041598
10014,ENSMUSG00000041607
10015,ENSMUSG00000041609
10016,ENSMUSG00000041623
10017,ENSMUSG00000041624
10018,ENSMUSG00000041625
10019,ENSMUSG00000041629
10020,ENSMUSG00000041632
10021,ENSMUSG00000041633
10022,ENSMUSG00000041638
10023,ENSMUSG00000041642
10024,ENSMUSG00000041645
10025,ENSMUSG00000041649
10026,ENSMUSG00000041650
10027,ENSMUSG00000041653
10028,ENSMUSG00000041654
10029,ENSMUSG00000041658
10030,ENSMUSG00000041660
10031,ENSMUSG00000041671
10032,ENSMUSG00000041673
10033,ENSMUSG00000041679
10034,ENSMUSG00000041684
10035,ENSMUSG00000041685
10036,ENSMUSG00000041688
10037,ENSMUSG00000041695
10038,ENSMUSG00000041696
10039,ENSMUSG00000041697
10040,ENSMUSG00000041698
10041,ENSMUSG00000041702
10042,ENSMUSG00000041707
10043,ENSMUSG00000041712
10044,ENSMUSG00000041716
10045,ENSMUSG00000041718
10046,ENSMUSG00000041720
10047,ENSMUSG00000041729
10048,ENSMUSG00000041731
10049,ENSMUSG00000041733
10050,ENSMUSG00000041734
10051,ENSMUSG00000041736
10052,ENSMUSG00000041737
10053,ENSMUSG00000041740
10054,ENSMUSG00000041741
10055,ENSMUSG00000041747
10056,ENSMUSG00000041754
10057,ENSMUSG00000041757
10058,ENSMUSG00000041762
10059,ENSMUSG00000041763
10060,ENSMUSG00000041765
10061,ENSMUSG00000041769
10062,ENSMUSG00000041773
10063,ENSMUSG00000041774
10064,ENSMUSG00000041775
10065,ENSMUSG00000041777
10066,ENSMUSG00000041779
10067,ENSMUSG00000041781
10068,ENSMUSG00000041782
10069,ENSMUSG00000041794
10070,ENSMUSG00000041797
10071,ENSMUSG00000041798
10072,ENSMUSG00000041801
10073,ENSMUSG00000041809
10074,ENSMUSG00000041815
10075,ENSMUSG00000041817
10076,ENSMUSG00000041827
10077,ENSMUSG00000041828
10078,ENSMUSG00000041831
10079,ENSMUSG00000041836
10080,ENSMUSG00000041837
10081,ENSMUSG00000041840
10082,ENSMUSG00000041841
10083,ENSMUSG00000041842
10084,ENSMUSG00000041845
10085,ENSMUSG00000041846
10086,ENSMUSG00000041849
10087,ENSMUSG00000041852
10088,ENSMUSG00000041859
10089,ENSMUSG00000041870
10090,ENSMUSG00000041878
10091,ENSMUSG00000041879
10092,ENSMUSG00000041881
10093,ENSMUSG00000041886
10094,ENSMUSG00000041889
10095,ENSMUSG00000041890
10096,ENSMUSG00000041891
10097,ENSMUSG00000041895
10098,ENSMUSG00000041912
10099,ENSMUSG00000041915
10100,ENSMUSG00000041920
10101,ENSMUSG00000041921
10102,ENSMUSG00000041926
10103,ENSMUSG00000041930
10104,ENSMUSG00000041935
10105,ENSMUSG00000041936
10106,ENSMUSG00000041939
10107,ENSMUSG00000041945
10108,ENSMUSG00000041949
10109,ENSMUSG00000041954
10110,ENSMUSG00000041957
10111,ENSMUSG00000041958
10112,ENSMUSG00000041959
10113,ENSMUSG00000041961
10114,ENSMUSG00000041966
10115,ENSMUSG00000041974
10116,ENSMUSG00000041975
10117,ENSMUSG00000041977
10118,ENSMUSG00000041992
10119,ENSMUSG00000041995
10120,ENSMUSG00000041997
10121,ENSMUSG00000042010
10122,ENSMUSG00000042015
10123,ENSMUSG00000042029
10124,ENSMUSG00000042032
10125,ENSMUSG00000042035
10126,ENSMUSG00000042041
10127,ENSMUSG00000042042
10128,ENSMUSG00000042043
10129,ENSMUSG00000042046
10130,ENSMUSG00000042050
10131,ENSMUSG00000042055
10132,ENSMUSG00000042063
10133,ENSMUSG00000042066
10134,ENSMUSG00000042073
10135,ENSMUSG00000042079
10136,ENSMUSG00000042082
10137,ENSMUSG00000042087
10138,ENSMUSG00000042097
10139,ENSMUSG00000042099
10140,ENSMUSG00000042102
10141,ENSMUSG00000042104
10142,ENSMUSG00000042105
10143,ENSMUSG00000042106
10144,ENSMUSG00000042109
10145,ENSMUSG00000042111
10146,ENSMUSG00000042115
10147,ENSMUSG00000042116
10148,ENSMUSG00000042118
10149,ENSMUSG00000042121
10150,ENSMUSG00000042129
10151,ENSMUSG00000042133
10152,ENSMUSG00000042138
10153,ENSMUSG00000042148
10154,ENSMUSG00000042155
10155,ENSMUSG00000042156
10156,ENSMUSG00000042165
10157,ENSMUSG00000042167
10158,ENSMUSG00000042178
10159,ENSMUSG00000042182
10160,ENSMUSG00000042185
10161,ENSMUSG00000042190
10162,ENSMUSG00000042195
10163,ENSMUSG00000042197
10164,ENSMUSG00000042198
10165,ENSMUSG00000042202
10166,ENSMUSG00000042203
10167,ENSMUSG00000042207
10168,ENSMUSG00000042208
10169,ENSMUSG00000042210
10170,ENSMUSG00000042211
10171,ENSMUSG00000042213
10172,ENSMUSG00000042215
10173,ENSMUSG00000042216
10174,ENSMUSG00000042225
10175,ENSMUSG00000042228
10176,ENSMUSG00000042229
10177,ENSMUSG00000042246
10178,ENSMUSG00000042248
10179,ENSMUSG00000042249
10180,ENSMUSG00000042251
10181,ENSMUSG00000042254
10182,ENSMUSG00000042265
10183,ENSMUSG00000042271
10184,ENSMUSG00000042272
10185,ENSMUSG00000042275
10186,ENSMUSG00000042284
10187,ENSMUSG00000042286
10188,ENSMUSG00000042289
10189,ENSMUSG00000042292
10190,ENSMUSG00000042293
10191,ENSMUSG00000042298
10192,ENSMUSG00000042302
10193,ENSMUSG00000042303
10194,ENSMUSG00000042305
10195,ENSMUSG00000042308
10196,ENSMUSG00000042312
10197,ENSMUSG00000042320
10198,ENSMUSG00000042323
10199,ENSMUSG00000042328
10200,ENSMUSG00000042331
10201,ENSMUSG00000042333
10202,ENSMUSG00000042340
10203,ENSMUSG00000042345
10204,ENSMUSG00000042348
10205,ENSMUSG00000042349
10206,ENSMUSG00000042350
10207,ENSMUSG00000042351
10208,ENSMUSG00000042353
10209,ENSMUSG00000042354
10210,ENSMUSG00000042359
10211,ENSMUSG00000042363
10212,ENSMUSG00000042364
10213,ENSMUSG00000042369
10214,ENSMUSG00000042377
10215,ENSMUSG00000042379
10216,ENSMUSG00000042380
10217,ENSMUSG00000042389
10218,ENSMUSG00000042390
10219,ENSMUSG00000042396
10220,ENSMUSG00000042404
10221,ENSMUSG00000042406
10222,ENSMUSG00000042408
10223,ENSMUSG00000042410
10224,ENSMUSG00000042417
10225,ENSMUSG00000042419
10226,ENSMUSG00000042423
10227,ENSMUSG00000042426
10228,ENSMUSG00000042428
10229,ENSMUSG00000042429
10230,ENSMUSG00000042436
10231,ENSMUSG00000042439
10232,ENSMUSG00000042444
10233,ENSMUSG00000042446
10234,ENSMUSG00000042447
10235,ENSMUSG00000042453
10236,ENSMUSG00000042460
10237,ENSMUSG00000042462
10238,ENSMUSG00000042472
10239,ENSMUSG00000042473
10240,ENSMUSG00000042474
10241,ENSMUSG00000042476
10242,ENSMUSG00000042485
10243,ENSMUSG00000042487
10244,ENSMUSG00000042489
10245,ENSMUSG00000042492
10246,ENSMUSG00000042496
10247,ENSMUSG00000042498
10248,ENSMUSG00000042500
10249,ENSMUSG00000042502
10250,ENSMUSG00000042505
10251,ENSMUSG00000042506
10252,ENSMUSG00000042507
10253,ENSMUSG00000042508
10254,ENSMUSG00000042510
10255,ENSMUSG00000042515
10256,ENSMUSG00000042520
10257,ENSMUSG00000042523
10258,ENSMUSG00000042524
10259,ENSMUSG00000042535
10260,ENSMUSG00000042541
10261,ENSMUSG00000042548
10262,ENSMUSG00000042549
10263,ENSMUSG00000042557
10264,ENSMUSG00000042558
10265,ENSMUSG00000042564
10266,ENSMUSG00000042569
10267,ENSMUSG00000042570
10268,ENSMUSG00000042572
10269,ENSMUSG00000042579
10270,ENSMUSG00000042589
10271,ENSMUSG00000042590
10272,ENSMUSG00000042594
10273,ENSMUSG00000042595
10274,ENSMUSG00000042599
10275,ENSMUSG00000042605
10276,ENSMUSG00000042606
10277,ENSMUSG00000042607
10278,ENSMUSG00000042608
10279,ENSMUSG00000042613
10280,ENSMUSG00000042616
10281,ENSMUSG00000042622
10282,ENSMUSG00000042625
10283,ENSMUSG00000042626
10284,ENSMUSG00000042628
10285,ENSMUSG00000042632
10286,ENSMUSG00000042638
10287,ENSMUSG00000042642
10288,ENSMUSG00000042644
10289,ENSMUSG00000042647
10290,ENSMUSG00000042650
10291,ENSMUSG00000042659
10292,ENSMUSG00000042660
10293,ENSMUSG00000042670
10294,ENSMUSG00000042671
10295,ENSMUSG00000042675
10296,ENSMUSG00000042677
10297,ENSMUSG00000042680
10298,ENSMUSG00000042682
10299,ENSMUSG00000042684
10300,ENSMUSG00000042686
10301,ENSMUSG00000042688
10302,ENSMUSG00000042694
10303,ENSMUSG00000042699
10304,ENSMUSG00000042700
10305,ENSMUSG00000042705
10306,ENSMUSG00000042707
10307,ENSMUSG00000042709
10308,ENSMUSG00000042712
10309,ENSMUSG00000042717
10310,ENSMUSG00000042719
10311,ENSMUSG00000042724
10312,ENSMUSG00000042726
10313,ENSMUSG00000042729
10314,ENSMUSG00000042737
10315,ENSMUSG00000042742
10316,ENSMUSG00000042743
10317,ENSMUSG00000042744
10318,ENSMUSG00000042745
10319,ENSMUSG00000042747
10320,ENSMUSG00000042750
10321,ENSMUSG00000042751
10322,ENSMUSG00000042757
10323,ENSMUSG00000042759
10324,ENSMUSG00000042766
10325,ENSMUSG00000042770
10326,ENSMUSG00000042772
10327,ENSMUSG00000042784
10328,ENSMUSG00000042787
10329,ENSMUSG00000042790
10330,ENSMUSG00000042793
10331,ENSMUSG00000042797
10332,ENSMUSG00000042804
10333,ENSMUSG00000042807
10334,ENSMUSG00000042810
10335,ENSMUSG00000042812
10336,ENSMUSG00000042814
10337,ENSMUSG00000042817
10338,ENSMUSG00000042821
10339,ENSMUSG00000042826
10340,ENSMUSG00000042828
10341,ENSMUSG00000042831
10342,ENSMUSG00000042834
10343,ENSMUSG00000042842
10344,ENSMUSG00000042851
10345,ENSMUSG00000042854
10346,ENSMUSG00000042857
10347,ENSMUSG00000042870
10348,ENSMUSG00000042873
10349,ENSMUSG00000042874
10350,ENSMUSG00000042901
10351,ENSMUSG00000042903
10352,ENSMUSG00000042918
10353,ENSMUSG00000042942
10354,ENSMUSG00000042961
10355,ENSMUSG00000042978
10356,ENSMUSG00000042985
10357,ENSMUSG00000042988
10358,ENSMUSG00000042992
10359,ENSMUSG00000042997
10360,ENSMUSG00000043003
10361,ENSMUSG00000043004
10362,ENSMUSG00000043008
10363,ENSMUSG00000043013
10364,ENSMUSG00000043015
10365,ENSMUSG00000043017
10366,ENSMUSG00000043019
10367,ENSMUSG00000043020
10368,ENSMUSG00000043029
10369,ENSMUSG00000043051
10370,ENSMUSG00000043059
10371,ENSMUSG00000043061
10372,ENSMUSG00000043065
10373,ENSMUSG00000043067
10374,ENSMUSG00000043068
10375,ENSMUSG00000043079
10376,ENSMUSG00000043085
10377,ENSMUSG00000043088
10378,ENSMUSG00000043090
10379,ENSMUSG00000043091
10380,ENSMUSG00000043099
10381,ENSMUSG00000043110
10382,ENSMUSG00000043122
10383,ENSMUSG00000043131
10384,ENSMUSG00000043140
10385,ENSMUSG00000043153
10386,ENSMUSG00000043154
10387,ENSMUSG00000043155
10388,ENSMUSG00000043157
10389,ENSMUSG00000043162
10390,ENSMUSG00000043165
10391,ENSMUSG00000043183
10392,ENSMUSG00000043190
10393,ENSMUSG00000043207
10394,ENSMUSG00000043241
10395,ENSMUSG00000043243
10396,ENSMUSG00000043251
10397,ENSMUSG00000043252
10398,ENSMUSG00000043257
10399,ENSMUSG00000043259
10400,ENSMUSG00000043262
10401,ENSMUSG00000043263
10402,ENSMUSG00000043279
10403,ENSMUSG00000043282
10404,ENSMUSG00000043284
10405,ENSMUSG00000043290
10406,ENSMUSG00000043298
10407,ENSMUSG00000043300
10408,ENSMUSG00000043311
10409,ENSMUSG00000043313
10410,ENSMUSG00000043323
10411,ENSMUSG00000043336
10412,ENSMUSG00000043372
10413,ENSMUSG00000043384
10414,ENSMUSG00000043391
10415,ENSMUSG00000043398
10416,ENSMUSG00000043411
10417,ENSMUSG00000043415
10418,ENSMUSG00000043418
10419,ENSMUSG00000043419
10420,ENSMUSG00000043421
10421,ENSMUSG00000043424
10422,ENSMUSG00000043432
10423,ENSMUSG00000043439
10424,ENSMUSG00000043445
10425,ENSMUSG00000043448
10426,ENSMUSG00000043458
10427,ENSMUSG00000043467
10428,ENSMUSG00000043487
10429,ENSMUSG00000043488
10430,ENSMUSG00000043496
10431,ENSMUSG00000043505
10432,ENSMUSG00000043510
10433,ENSMUSG00000043518
10434,ENSMUSG00000043535
10435,ENSMUSG00000043541
10436,ENSMUSG00000043542
10437,ENSMUSG00000043556
10438,ENSMUSG00000043557
10439,ENSMUSG00000043572
10440,ENSMUSG00000043587
10441,ENSMUSG00000043592
10442,ENSMUSG00000043602
10443,ENSMUSG00000043613
10444,ENSMUSG00000043614
10445,ENSMUSG00000043621
10446,ENSMUSG00000043631
10447,ENSMUSG00000043633
10448,ENSMUSG00000043635
10449,ENSMUSG00000043639
10450,ENSMUSG00000043644
10451,ENSMUSG00000043648
10452,ENSMUSG00000043664
10453,ENSMUSG00000043671
10454,ENSMUSG00000043673
10455,ENSMUSG00000043681
10456,ENSMUSG00000043683
10457,ENSMUSG00000043687
10458,ENSMUSG00000043702
10459,ENSMUSG00000043716
10460,ENSMUSG00000043719
10461,ENSMUSG00000043733
10462,ENSMUSG00000043740
10463,ENSMUSG00000043753
10464,ENSMUSG00000043760
10465,ENSMUSG00000043773
10466,ENSMUSG00000043789
10467,ENSMUSG00000043794
10468,ENSMUSG00000043807
10469,ENSMUSG00000043822
10470,ENSMUSG00000043831
10471,ENSMUSG00000043832
10472,ENSMUSG00000043833
10473,ENSMUSG00000043866
10474,ENSMUSG00000043872
10475,ENSMUSG00000043881
10476,ENSMUSG00000043885
10477,ENSMUSG00000043895
10478,ENSMUSG00000043909
10479,ENSMUSG00000043923
10480,ENSMUSG00000043924
10481,ENSMUSG00000043929
10482,ENSMUSG00000043931
10483,ENSMUSG00000043932
10484,ENSMUSG00000043939
10485,ENSMUSG00000043940
10486,ENSMUSG00000043943
10487,ENSMUSG00000043953
10488,ENSMUSG00000043962
10489,ENSMUSG00000043964
10490,ENSMUSG00000043987
10491,ENSMUSG00000043991
10492,ENSMUSG00000043993
10493,ENSMUSG00000043998
10494,ENSMUSG00000044005
10495,ENSMUSG00000044017
10496,ENSMUSG00000044018
10497,ENSMUSG00000044022
10498,ENSMUSG00000044024
10499,ENSMUSG00000044026
10500,ENSMUSG00000044030
10501,ENSMUSG00000044033
10502,ENSMUSG00000044037
10503,ENSMUSG00000044042
10504,ENSMUSG00000044043
10505,ENSMUSG00000044066
10506,ENSMUSG00000044068
10507,ENSMUSG00000044071
10508,ENSMUSG00000044072
10509,ENSMUSG00000044080
10510,ENSMUSG00000044081
10511,ENSMUSG00000044086
10512,ENSMUSG00000044092
10513,ENSMUSG00000044098
10514,ENSMUSG00000044103
10515,ENSMUSG00000044117
10516,ENSMUSG00000044122
10517,ENSMUSG00000044125
10518,ENSMUSG00000044134
10519,ENSMUSG00000044139
10520,ENSMUSG00000044145
10521,ENSMUSG00000044147
10522,ENSMUSG00000044148
10523,ENSMUSG00000044149
10524,ENSMUSG00000044150
10525,ENSMUSG00000044155
10526,ENSMUSG00000044156
10527,ENSMUSG00000044162
10528,ENSMUSG00000044167
10529,ENSMUSG00000044177
10530,ENSMUSG00000044197
10531,ENSMUSG00000044199
10532,ENSMUSG00000044201
10533,ENSMUSG00000044206
10534,ENSMUSG00000044221
10535,ENSMUSG00000044224
10536,ENSMUSG00000044229
10537,ENSMUSG00000044231
10538,ENSMUSG00000044244
10539,ENSMUSG00000044250
10540,ENSMUSG00000044252
10541,ENSMUSG00000044254
10542,ENSMUSG00000044258
10543,ENSMUSG00000044279
10544,ENSMUSG00000044296
10545,ENSMUSG00000044303
10546,ENSMUSG00000044308
10547,ENSMUSG00000044309
10548,ENSMUSG00000044313
10549,ENSMUSG00000044317
10550,ENSMUSG00000044328
10551,ENSMUSG00000044337
10552,ENSMUSG00000044338
10553,ENSMUSG00000044339
10554,ENSMUSG00000044340
10555,ENSMUSG00000044345
10556,ENSMUSG00000044348
10557,ENSMUSG00000044349
10558,ENSMUSG00000044350
10559,ENSMUSG00000044359
10560,ENSMUSG00000044361
10561,ENSMUSG00000044362
10562,ENSMUSG00000044365
10563,ENSMUSG00000044367
10564,ENSMUSG00000044378
10565,ENSMUSG00000044390
10566,ENSMUSG00000044393
10567,ENSMUSG00000044405
10568,ENSMUSG00000044408
10569,ENSMUSG00000044433
10570,ENSMUSG00000044441
10571,ENSMUSG00000044442
10572,ENSMUSG00000044447
10573,ENSMUSG00000044452
10574,ENSMUSG00000044456
10575,ENSMUSG00000044461
10576,ENSMUSG00000044465
10577,ENSMUSG00000044468
10578,ENSMUSG00000044469
10579,ENSMUSG00000044471
10580,ENSMUSG00000044475
10581,ENSMUSG00000044477
10582,ENSMUSG00000044496
10583,ENSMUSG00000044501
10584,ENSMUSG00000044502
10585,ENSMUSG00000044505
10586,ENSMUSG00000044533
10587,ENSMUSG00000044534
10588,ENSMUSG00000044548
10589,ENSMUSG00000044551
10590,ENSMUSG00000044562
10591,ENSMUSG00000044566
10592,ENSMUSG00000044573
10593,ENSMUSG00000044583
10594,ENSMUSG00000044595
10595,ENSMUSG00000044600
10596,ENSMUSG00000044617
10597,ENSMUSG00000044626
10598,ENSMUSG00000044627
10599,ENSMUSG00000044629
10600,ENSMUSG00000044633
10601,ENSMUSG00000044636
10602,ENSMUSG00000044641
10603,ENSMUSG00000044646
10604,ENSMUSG00000044674
10605,ENSMUSG00000044676
10606,ENSMUSG00000044678
10607,ENSMUSG00000044694
10608,ENSMUSG00000044700
10609,ENSMUSG00000044702
10610,ENSMUSG00000044703
10611,ENSMUSG00000044707
10612,ENSMUSG00000044708
10613,ENSMUSG00000044709
10614,ENSMUSG00000044712
10615,ENSMUSG00000044715
10616,ENSMUSG00000044726
10617,ENSMUSG00000044730
10618,ENSMUSG00000044734
10619,ENSMUSG00000044748
10620,ENSMUSG00000044749
10621,ENSMUSG00000044763
10622,ENSMUSG00000044768
10623,ENSMUSG00000044770
10624,ENSMUSG00000044783
10625,ENSMUSG00000044786
10626,ENSMUSG00000044788
10627,ENSMUSG00000044791
10628,ENSMUSG00000044792
10629,ENSMUSG00000044795
10630,ENSMUSG00000044807
10631,ENSMUSG00000044811
10632,ENSMUSG00000044813
10633,ENSMUSG00000044827
10634,ENSMUSG00000044847
10635,ENSMUSG00000044854
10636,ENSMUSG00000044857
10637,ENSMUSG00000044864
10638,ENSMUSG00000044867
10639,ENSMUSG00000044876
10640,ENSMUSG00000044881
10641,ENSMUSG00000044894
10642,ENSMUSG00000044906
10643,ENSMUSG00000044916
10644,ENSMUSG00000044921
10645,ENSMUSG00000044923
10646,ENSMUSG00000044934
10647,ENSMUSG00000044937
10648,ENSMUSG00000044938
10649,ENSMUSG00000044949
10650,ENSMUSG00000044950
10651,ENSMUSG00000044952
10652,ENSMUSG00000044966
10653,ENSMUSG00000044968
10654,ENSMUSG00000044976
10655,ENSMUSG00000044982
10656,ENSMUSG00000044986
10657,ENSMUSG00000044991
10658,ENSMUSG00000045005
10659,ENSMUSG00000045007
10660,ENSMUSG00000045031
10661,ENSMUSG00000045038
10662,ENSMUSG00000045039
10663,ENSMUSG00000045045
10664,ENSMUSG00000045062
10665,ENSMUSG00000045064
10666,ENSMUSG00000045071
10667,ENSMUSG00000045075
10668,ENSMUSG00000045078
10669,ENSMUSG00000045087
10670,ENSMUSG00000045092
10671,ENSMUSG00000045094
10672,ENSMUSG00000045095
10673,ENSMUSG00000045098
10674,ENSMUSG00000045100
10675,ENSMUSG00000045102
10676,ENSMUSG00000045103
10677,ENSMUSG00000045106
10678,ENSMUSG00000045107
10679,ENSMUSG00000045128
10680,ENSMUSG00000045136
10681,ENSMUSG00000045140
10682,ENSMUSG00000045160
10683,ENSMUSG00000045165
10684,ENSMUSG00000045176
10685,ENSMUSG00000045180
10686,ENSMUSG00000045193
10687,ENSMUSG00000045205
10688,ENSMUSG00000045210
10689,ENSMUSG00000045211
10690,ENSMUSG00000045215
10691,ENSMUSG00000045216
10692,ENSMUSG00000045231
10693,ENSMUSG00000045237
10694,ENSMUSG00000045248
10695,ENSMUSG00000045251
10696,ENSMUSG00000045252
10697,ENSMUSG00000045257
10698,ENSMUSG00000045268
10699,ENSMUSG00000045273
10700,ENSMUSG00000045282
10701,ENSMUSG00000045284
10702,ENSMUSG00000045287
10703,ENSMUSG00000045288
10704,ENSMUSG00000045294
10705,ENSMUSG00000045302
10706,ENSMUSG00000045312
10707,ENSMUSG00000045314
10708,ENSMUSG00000045316
10709,ENSMUSG00000045319
10710,ENSMUSG00000045322
10711,ENSMUSG00000045326
10712,ENSMUSG00000045328
10713,ENSMUSG00000045333
10714,ENSMUSG00000045345
10715,ENSMUSG00000045348
